Pada mulanya , Allah menciptakan langit dan bumi . ||| Uru-uru tèka , Ama Lamatua pajꞌajꞌi dedha-liru dènge rai-haha .
Kemudian , Ruben berkata kepada ayahnya , katanya , “ Bunuhlah kedua anak laki-lakiku jika aku tidak membawanya kepadamu . Serahkanlah dia ke tanganku dan aku akan membawanya kembali kepadamu . ” ||| Hèia Ruben peka dènge ama na , aku nèngu na , “ Ama , ee ! Pangèdꞌu laa Benyamin asa jaꞌa mai . Jaꞌa tago kore . Jaꞌa jaji kèna mi ama ku , èèna jaꞌa kèti hari na mai . Te ngaa ladhe aadꞌo , na jaꞌa hia ana jaꞌa , mone dhèu dua sèra ho ama pamadhe aaꞌi si . ”
Dia berkata , “ Anakku tidak akan turut bersamamu sebab kakaknya sudah mati , dan tinggal dia sendiri . Jika kejahatan menimpanya di jalan yang kamu lewati , kamu akan menurunkan aku yang beruban ini dalam dukacita ke dunia orang mati . ” ||| Te ngaa Yakob dhaa hari , peka na , “ Bisa boe ! Miu bisa boe mèti Benyamin . Te aꞌa na Yusuf , madhe le . Neꞌe , di nèngu ka mesa na . Ladhe na abhu calaka ètu jꞌara , miu tabha babia mi jaꞌa , toke madhe kèti . ”
Kelaparan pun semakin berat di tanah itu . ||| Tèu èèna , ètu rai Kanaꞌan asa tabha manganga .
Lalu , terjadilah , pada waktu mereka memakan habis gandum yang mereka beli dari Mesir , ayahnya berkata kepada mereka , “ Pergilah kembali , belikan sedikit makanan untuk kita . ” ||| Isi èmu Yakob raꞌa aaꞌi le ngangaꞌa dhu ca hari na , ana na si lasi hèli ètu Masir . Ka na padhai lii dènge ana na si , “ Beꞌa risi lami hari hèli ngangaꞌa asa rai Masir . ”
Namun , Yehuda berkata kepadanya , katanya , “ Orang itu sungguh-sungguh memperingatkan kami , begini , ‘ Kalian tidak boleh melihat wajahku , kecuali adikmu bersamamu . ’ ||| Te ngaa Yahuda bꞌala , peka na , “ Ama , ca hari na ai gꞌana dhèu aae Masir dhu pasanèdꞌe le jiꞌi , aku nèngu na , jiꞌi bisa boe padꞌelo rèhu mi nèngu , ladhe jiꞌi ngèti boe ari jiꞌi dhu limuri , Benyamin èèna .
Jika engkau mengutus adik kami bersama kami , kami akan pergi dan membelikanmu makanan . ||| Nèti èèna ka , ama ku hudꞌi laa hia jiꞌi ngèti Benyamin . Heka jiꞌi bisa laꞌa hèli ngangaꞌa hia ama ku kèna .
Namun , jika engkau tidak bersedia mengutusnya , kami tidak akan pergi sebab orang itu berkata kepada kami , ‘ Kalian tidak boleh melihat wajahku , kecuali adikmu bersama denganmu . ’ ” ||| Te ngaa ladhe ama patabuli boe nèngu , jiꞌi oo laꞌa boe kahèi . Lula dhèu Masir na peka le sèmi èèna . ”
Kemudian , Israel berkata , “ Mengapa kalian menyakitiku dengan bercerita kepada orang itu bahwa kalian masih memiliki seorang adik ? ” ||| Hèia Yakob jèke si , peka na , “ Nga tao ka miu lolo dènge dhèu èèna , peka na , miu dènge ari èci era ? Miu tenge jꞌara ho pajꞌèra tabha jaꞌa ! ”
Mereka berkata , “ Orang itu bertanya secara teliti kepada kami tentang keluarga kita , katanya , ‘ Apakah ayahmu masih hidup ? Apakah kalian mempunyai seorang adik ? ’ Lalu , kami menceritakan kepadanya berdasarkan perkataan-perkataan mulutnya itu . Jadi , dapatkah kami tahu bahwa dia akan berkata , ‘ Bawalah adikmu. ’ ? ” ||| Ka ra dhaa , peka na , “ Baku nasa ama , ee ! Te lula dhèu ne , karèi taruu-taruu neo neꞌa aꞌari èdhi . Na karèi peka na , ‘ Tasamia ? Ama mi era , do ? Miu dènge hari ari dhèu mone dhu leo , do ? ’ Sèmi èèna na , jiꞌi dhaa tasamia hari ? Pakaseti ka jiꞌi dhaa ka laa , dènge mola-mola . Te pe , cee neꞌa na pua jiꞌi ngèti hari ari jiꞌi sa nèi ? ”
Lalu , Yehuda berkata kepada Israel , ayahnya , “ Utuslah anak itu bersamaku , maka aku akan bangun dan pergi , supaya kita dapat hidup dan tidak mati , baik kami , dan engkau , dan juga anak-anak kami . Aku yang akan menjaminnya dan dari tangankulah engkau dapat menuntutnya . Jika aku tidak membawanya kepadamu dan menempatkannya di hadapanmu , biarlah aku menanggung kesalahan itu selamanya . ||| Ka Yahuda padhai lii hari , aku nèngu na , “ Ama hudꞌi patabuli ku Benyamin laꞌe dènge jiꞌi . Jaꞌa jaji mema , ladhe jꞌajꞌi ngaa-ngaa mi ngiꞌu ari jiꞌi neꞌe , jaꞌa ka dhu gati ne . Ladhe jaꞌa kèti heka nèngu mai asa dꞌara kacui-aai ama ku dènge mamuri , hudꞌi laa sasala na ama ku pasae mi dedha jaꞌa toke madhe . Nèti èèna ka , ama ku hia la , ho jiꞌi sama-sama laꞌa dènge ne , te jiꞌi neo pakèdꞌi kèna . De karohe mai lati ka , sèna ka cahagꞌe baku madhe manganga .
Karena kalau tidak berlama-lama , sekarang ini kami telah kembali sebanyak dua kali . ” ||| Ladhe sèmi èdhi mate boe panèbhu sèmi neꞌe , na , èdhi lati-mai dua hari le . ”
Lalu , ayah mereka , Israel , berkata kepada mereka , “ Jika memang demikian , lakukanlah ini : ambillah hasil terbaik dari tanah ini dalam wadah-wadahmu dan bawalah sebagai hadiah : sedikit balsam , sedikit madu , rempah-rempah dan mur , serta kacang pistasio dan badam . ||| Hèia ama ra padhai lii , peka na , “ Ladhe sèmi èèna , na , miu nanene ! Lami mere isi rai èdhi dhu beꞌa risi , sèmi : dhua nasu oni , bubhu-bubhu , raa ajꞌu hèu mèngi , èi naꞌi salap , kanari dènge kabꞌui dhu leo sèra . Ho sèna ka mèti hia ai gꞌana dhèu aae Masir èèna . Aa peka dènge ne , neꞌe ne tadha mata .
Bawalah dua kali lipat uang dalam tanganmu . Lalu , uang yang dikembalikan kepadamu , dalam mulut karung-karungmu itu , bawalah kembali dalam tanganmu . Mungkin hal itu adalah kekeliruan . ||| Aa miu mèti doi risi eele nèti ca hari ni , sèna ka miu bisa hia hari doi kabꞌua are uru sèra laꞌa , dhu miu mèdhi ètu dꞌara karo miu sèra . Tao-tao dhèu sèra reꞌa boe , ka tèka sala .
Lalu , ambillah adikmu ini dan bangunlah , pergilah lagi kepada orang itu . ||| Miu mèti ari mu . De èèna na lèpa hari lai-lai !
Kiranya Allah Yang Mahakuasa menganugerahkan belas kasihan bagimu dalam pandangan orang itu supaya dia melepaskan saudaramu yang lain dan Benyamin untukmu . Jika memang aku harus berduka , biarlah aku berduka . ” ||| Jaꞌa sanao-maena , sèna ka , Ama Lamatua dhu dènge Koasa Kapai Risi Eele èèna , sabꞌa mi dꞌara ai gꞌana dhèu aae Masir èèna , sèna ka na sue miu . Aa na hia hari Benyamin dènge Simeon lèpa palere dènge miu . Te , ladhe ana jaꞌa se ele , hudꞌi laa jaꞌa pasae jꞌajꞌèra neꞌe taruu . ”
Orang-orang itu pun membawa hadiah , dan mereka juga membawa uang dua kali lipat dalam tangannya serta Benyamin . Mereka bangun , lalu pergi ke Mesir dan berdiri di hadapan Yusuf . ||| Hèia lasi pakaboko tadha mata sèra dènge doi , ka lasi asa Masir . Rèti kahèi dènge Benyamin . Dꞌai nèi ka lasi paraga dènge Yusuf .
Ketika Yusuf melihat Benyamin bersama mereka , berkatalah dia kepada yang mengurus rumahnya , “ Bawalah orang-orang itu ke rumah , sembelihlah sembelihan , dan siapkanlah , sebab orang-orang itu akan makan bersamaku pada siang ini . ” ||| Ropa Yusuf nèdhi Benyamin dènge aꞌa na si , na pua kapala urusan na , aku nèngu na , “ Lere mèti dhèu seꞌe sa èmu jaꞌa ! Ho èèna na , pare sapi ciꞌu , mi pananasu ngangaꞌa dhu beꞌa . Sèna ka lodꞌo nètu none , raꞌa dènge jaꞌa . ”
Orang itu melakukan seperti yang Yusuf katakan dan orang itu membawa orang-orang itu ke rumah Yusuf . ||| Hèia kapala urusan èèna , tao sama sèmi lii paredha Yusuf èèna . Na lere nèti dhèu sèra asa èmu Yusuf .
Orang-orang itu menjadi takut karena mereka dibawa ke rumah Yusuf . Mereka berkata , “ Karena masalah uang yang dikembalikan ke dalam karung-karung kita dahulu itulah , kita dibawa masuk supaya dia dapat melawan kita , dan menjatuhkan kita , dan mengambil kita sebagai budak , dan keledai-keledai kita . ” ||| Ropa ra kako lasi èmu èèna , aꞌa na sèra madhaꞌu bia . Ètu talora jꞌara , ra papeka , aku rèngu na , “ We ! Nga tao ka na pua rèti èdhi sa neꞌe ? Mage dhoka na neo pasusa èdhi . Lula doi dhu ra tao hari asa dꞌara karo èdhi ca hari na . Ra sangaja rèti èdhi sa neꞌe , sèna ka ra kèpa èdhi jꞌajꞌi ènu nèngu . Ho èèna na , ra parama rara keledꞌei èdhi sèra . ”
Jadi , mereka mendekati orang yang mengurus rumah Yusuf dan mereka berbicara kepadanya di pintu rumah itu , ||| Nèti èèna ka , ropa ra dètu èmu Yusuf na , ra padhai lii dènge kapala urusan èèna , peka na ,
katanya , “ Oh , Tuanku , sesungguhnya pada awalnya kami datang untuk membeli makanan , ||| “ Ama ! Baku nasa dènge jiꞌi , te ca hari na dhu jiꞌi mai hèli ngangaꞌa ètu neꞌe .
dan terjadilah , ketika kami tiba di tempat bermalam , kami membuka karung-karung kami , dan lihatlah , uang setiap orang ada di mulut karungnya , uang kami itu utuh . Sekarang , kami telah membawanya kembali di tangan kami ini . Kami juga membawa uang yang lain dalam tangan kami untuk membeli makanan . Kami tidak tahu siapa yang menaruh uang kami dalam karung-karung kami itu . ” ||| Ropa jiꞌi lèpa dꞌai talora jꞌara , jiꞌi ae ngara iisi , ho bhèjꞌi ciki . Hèia jiꞌi bhoke karo ho neo pangaꞌa badha . Ladhe laꞌa na , doi babꞌae jiꞌi èci-èci ka ètu dꞌara karo sèra . Jiꞌi ngeꞌa boe cee ka dhu tao laꞌa ! Nèti èèna ka , jiꞌi ngèti hari doi sèra ka seꞌe . Jiꞌi manèngi sèna ka ama ku baku nasa . Aa jiꞌi ngèti doi ka risi kahèi , neo hèli hari ngangaꞌa . ”
Dia berkata , “ Sejahtera bagimu , jangan takut , Allahmu dan Allah ayahmulah yang telah memberikan harta kepadamu dalam karungmu . Aku telah menerima uangmu. ” Kemudian , dia membawa Simeon kepada mereka . ||| Hèia kapala urusan èèna dhaa , aku nèngu na , “ Mau-mau , baku madhaꞌu ! Ele boe Lamatua miu èèna ka dhu hia miu berkat ètu dꞌara karo sèra . Ca hari na , jaꞌa sèmi le doi miu aaꞌi-aaꞌi . Miu pakèlu boe ! ” Dꞌai èmu ka , na patalale Simeon paꞌèci dènge rèngu .
Orang itu membawa orang-orang itu masuk ke dalam rumah Yusuf dan memberikan air kepada mereka . Mereka pun membasuh kakinya dan orang itu menyediakan makanan bagi keledai-keledai mereka . ||| Ka aaꞌi-aaꞌi ra lasi asa dꞌara èmu Yusuf . Hèia kapala urusan èèna hia èi ho ra rase haga ra . Aa na ani keledꞌei si hèi .
Lalu , mereka menyiapkan hadiah sampai Yusuf datang pada siang hari , sebab mereka mendengar bahwa mereka akan makan roti di sana . ||| Ka na peka dènge si , aku nèngu na , “ Ladhe èèna na , lodꞌo nètu miu miꞌa dènge ai gꞌana dhèu aae. ” Dꞌara ra tatae Yusuf lèpa , rèngu lalau paie tadha mata ra sèra .
Ketika Yusuf tiba di rumah , mereka membawa kepadanya , ke dalam rumah itu , hadiah-hadiah yang ada di tangan mereka . Lalu , mereka berlutut dan menyembahnya sampai ke tanah . ||| Ropa Yusuf dꞌai èmu , aaꞌi-aaꞌi ra patitu kètu urutuu ètu madha na . Ka ra jꞌole tadha mata sa hia ne .
Kemudian , dia menanyai mereka mengenai kesejahteraan mereka , katanya , “ Apakah ayahmu sejahtera , orang tua yang kalian bicarakan itu ? Apakah dia masih hidup ? ” ||| Hèia Yusuf karèi si , peka na , “ Tasamia ? Miu beꞌa-beꞌa , do ? Tasamia dènge ama miu dhu heka èèna ? Na beꞌa-beꞌa , do ? ”
Mereka berkata , “ Hambamu , ayah kami , sejahtera dan masih hidup. ” Lalu , mereka membungkuk dan menyembah . ||| Ra dhaa , aku rèngu na , “ Ènu ama dhu heka na , dhu ama matana jiꞌi , beꞌa-beꞌa. ” Hèia ra patitu kètu urutuu pahaha iisi hari mi Yusuf .
Kemudian , dia mengarahkan matanya dan melihat adiknya , Benyamin , anak ibunya , dan berkata , “ Inikah adik bungsumu yang pernah kalian ceritakan kepadaku ? ” Dia berkata , “ Kiranya Allah bermurah hati kepadamu , Anakku ! ” ||| Hèia Yusuf ladhe palème , ka nèdhi ari na Benyamin . Rèngu dua ra se , ina-ama èci . Hèia , aku nèngu na , “ Ooo ! Neꞌe ne ka ari miu dhu limuri , dhu ca hari na miu lolo èèna , do ? ” Ka na lii dènge Benyamin , aku nèngu na , “ Ana , ee ! Jaꞌa sanao , sèna ka Ama Lamatua hia èu mamuri dènge mera-milu . ”
Lalu , Yusuf pergi tergesa-gesa karena rasa belas kasihnya bergelora terhadap adiknya itu . Dia pun mencari tempat untuk menangis , lalu dia masuk ke kamarnya dan menangis di sana . ||| Ropa ladhe nèdhi Benyamin ne , dꞌara Yusuf karejꞌe bia , lula na sue ari na ae titu kèna . Na taha nare heka dꞌara na . Ka na kako eele si laꞌe sa dꞌara kama na . Ka na tangi ngobꞌi-ngobꞌi ètu èèna .
Kemudian , dia membasuh wajahnya , dan keluar , dan menguasai dirinya , katanya , “ Hidangkanlah roti . ” ||| Tangi nare hèia , laꞌe riu katanga madha na . Èle èèna ka , na paꞌèra dꞌara na , ka laꞌe hari paraga dènge si . Hèia na pua dhèu sabꞌa sèra lasi lalau ngangaꞌa .
Mereka menyiapkan baginya secara tersendiri , dan bagi saudara-saudaranya secara tersendiri , dan bagi orang Mesir , yang makan bersamanya , secara tersendiri . Orang Mesir tidak dapat makan roti bersama orang Ibrani karena hal itu adalah kekejian bagi orang Mesir . ||| Ra lalau ngangaꞌa hia Yusuf mei leo . Aa aꞌari na sèra raꞌa mei leo . Dhèu sabꞌa dhèu Masir sèra , raꞌa ètu mei rèngu mesa ra . Lula dhèu Masir sèra madenge ladhe madhèdi raꞌa paꞌèci dènge dhèu Ibrani .
Pada saat itu , mereka duduk di hadapannya , mulai dari yang sulung , berdasarkan hak kelahirannya , sampai yang bungsu berdasarkan kemudaannya . Orang-orang itu pun keheranan satu sama lain . ||| Kapala urusan èèna ator sèna ka aꞌari Yusuf sèra , madhèdi patangara dènge Yusuf . Na ator hia si madhèdi mulai nèti aꞌa uru , padhutu-dhutu toke ari ra dhu limuri . Ropa ra ladhe rèdhi jꞌara madhèdi sèmi èèna , ra malaa .
Lalu , dia menyajikan bagian bagi mereka di hadapan mereka , tetapi bagian Benyamin lima kali lebih banyak dari bagian yang lainnya . Mereka minum dan menjadi mabuk bersamanya . ||| Yusuf pua dhèu sabꞌa sèra , bagi ngangaꞌa nèti mei nèngu , hia aꞌari na sèra . Aaꞌi-aaꞌi ra abhu ngangaꞌa dhu ae sama . Dhoka Benyamin di abhu ae risi aꞌa na si lèmi hari . Ka raꞌa-rinu dꞌai bècu .
Lalu , dia memberi perintah kepada orang yang mengurus rumahnya , katanya , “ Isilah karung setiap orang itu dengan makanan , sebanyak yang sanggup mereka angkut , lalu taruhlah uang mereka masing-masing dalam mulut karungnya . ||| Raꞌa-rinu rara hèia , Yusuf paholo dènge kapala urusan na , aku nèngu na , “ Ssst ! Èu lamu isi are asa dꞌara karo dhèu sèi , papènu dꞌai hèbꞌa . Èle èèna na , èu tao hari doi ra , asa dꞌara karo ra èci-èci .
Kemudian , pialaku , piala perak itu , taruhlah itu di mulut karung yang bungsu beserta uang gandumnya. ” Dia pun melaksanakan titah yang dititahkan oleh Yusuf . ||| Aa more moo hualaa pudhi jaꞌa èèna , ho tao asa dꞌara hèbꞌa karo ari ra dhu limuri èèna. ” Ka na laꞌe tao madhutu lii paredha Yusuf .
Ketika fajar menyingsing , orang-orang itu dilepas pergi , mereka dan keledai-keledainya . ||| Asa bèli dꞌara cika lii sa , Yusuf hia si lèpa . Rèti ngangaꞌa dènge keledꞌei rèngu .
Ketika mereka baru saja keluar dari kota , belum jauh , Yusuf berkata kepada yang mengurus rumahnya , “ Bangunlah , kejarlah orang-orang itu , dan ketika kamu dapat menyusulnya , katakanlah kepada mereka , ‘ Mengapa kamu membalas hal yang jahat untuk hal yang baik ? ||| Ra lasi dhae kajꞌèu mèka nèti dꞌara kota , ka Yusuf paredha kapala urusan , peka na , “ Èu karohe lamu magèla si . Ladhe paraga dènge si , èu peka sèmi neꞌe : ‘ Nga tao ka miu pake dꞌara aapa sèmi èèna mi ai gꞌana dhèu aae ? Miu bꞌala babeꞌa na dènge tatao karehe sèmi neꞌe !
Bukankah ini yang dengannya tuanku minum dan meramal ? Dia meramal kalian telah berbuat jahat dengan melakukan hal tersebut . ’ ” ||| Nga tao ka , miu manaꞌu mèti moo hualaa pudhi na ? Miu meꞌa boe , do ? Mèdha èèna na , na pake boe ho dhoka ninu di ! Te ngaa biasa na pake ho neꞌa tasamia dènge mamuri dhèu . Èèna , mèdha sogo-tagu ! Tatao miu ne , mema seli-kolane ! ’ ”
Lalu , dia menyusul mereka dan bertitah kepada mereka dengan titah yang sama . ||| Èle èèna ka , kapala urusan èèna laꞌe magèle si toke abhu . Ropa na raga si , hèia na peka sèmi ngaa dhu Yusuf moa èèna .
Mereka berkata kepadanya , “ Mengapa Tuanku mengatakan perkataan itu ? Jauhlah dari hamba-hambamu ini untuk melakukan hal semacam itu . ||| Ka ra bari ne , aku rèngu na , “ Ama peka ngaa èèna ? Jiꞌi subha . Jiꞌi seꞌe bisa boe tao karehe sèmi èèna !
Lihatlah , uang yang kami temukan dalam mulut karung kami ini , kami bawa kembali kepadamu dari tanah Kanaan . Bagaimana kemudian kami mencuri emas atau perak dari rumah tuanmu ? ||| Ama , èu meꞌa era , si ma ? Doi-doi ca hari sa , dhu ètu dꞌara karo jiꞌi sèra , jiꞌi hia hari le sa ama , to ? Tasamia ka jiꞌi bisa manaꞌu hualaa iia do hualaa pudhi ètu dꞌara èmu dhèu kapai èèna ! Bisa boe !
Pada siapa pun itu ditemukan , dari hamba-hambamu ini , biarlah dia mati dan kami juga akan menjadi budak-budak Tuanku . ” ||| Ama parisa la ! Ladhe abhu mèdha èèna ètu dꞌara karo cee , na huku pamadhe ne ! Aa hudꞌi laa , jiꞌi dhu leo seꞌe , jꞌajꞌi ènu èu . ”
Dia berkata , “ Sekarang juga , berdasarkan perkataanmu itu , pada siapa pun itu ditemukan , dia akan menjadi budakku , dan kalian tidak bersalah . ” ||| Hèia kapala urusan na dhaa , peka na , “ Aadꞌo ! Sèmi neꞌe . Ladhe abhu moo èèna ètu cee , na dhoka nèngu di jꞌajꞌi ènu jaꞌa . Miu dhu leo lèpa . ”
Kemudian , setiap orang cepat-cepat menurunkan karungnya ke tanah dan membuka karungnya masing-masing . ||| Ra papuru ka karo sèra . Ka ra bhoke dènge .
Dia pun mencari , dimulai dari yang tertua dan berakhir pada yang termuda . Piala itu ditemukan di dalam karung Benyamin . ||| Hèia kapala urusan èèna parisa karo sèra èci-èci , mulai nèti karo unu aꞌa na , toke dꞌai ari limuri tèka . Ka nèdhi moo èèna , ètu dꞌara karo Benyamin .
Kemudian , mereka mengoyak pakaiannya dan memuati keledainya masing-masing , lalu kembali ke kota . ||| Rèdhi sèmi èèna hèia , dꞌara aꞌa na sèra jꞌèra maꞌète mae-mae sène . Hèia ra pacaꞌe hari ka karo deo sa asa dedha keledꞌei , ka ra lèpa hari asa dꞌara kota .
Kemudian , Yehuda dan saudara-saudaranya masuk ke rumah Yusuf selagi dia masih ada di sana . Lalu , mereka menjatuhkan diri di hadapannya sampai ke tanah . ||| Ropa ra dꞌai èmu Yusuf , na ètu èmu era . Hèia ra patitu kètu urutuu ètu madha na .
Yusuf berkata kepada mereka , “ Perbuatan apa yang telah kalian lakukan ini ? Tidak tahukah kamu bahwa orang seperti aku ini dapat meramal ? ” ||| Yusuf jèka si , aku nèngu na , “ He ! Nga tao ka miu tao neꞌe mi jaꞌa ! Miu meꞌa boe , jaꞌa ne dhèu kapai ètu neꞌe . Jaꞌa pake naꞌi dhu bisa keꞌa tatao dhèu , dhu dhèu leo reꞌa boe ! ”
Yehuda berkata , “ Apa yang harus kami katakan kepada Tuanku ? Apa yang harus kami bicarakan ? Atau , bagaimana kami dapat membenarkan diri kami ? Allah telah mendapati kesalahan hamba-hambamu ini . Lihat , kami ini hamba-hamba Tuanku , baik kami maupun dia yang padanya didapati piala itu . ” ||| Hèia Yahuda dhaa , aku nèngu na , “ Irii ! Te Ama Lamatua pasabhoka kèna sasala èdhi . Pe jiꞌi peka lii mia hari , ama ? Jiꞌi sili iisi sa mia hari ? Ladhe ama neo taha ari jiꞌi neꞌe , na beꞌa risi , taha jiꞌi aaꞌi-aaꞌi mi . More jiꞌi aaꞌi-aaꞌi , jꞌajꞌi mi ènu ama ka laa . ”
Akan tetapi , dia berkata , “ Jauhlah dariku untuk melakukan hal itu . Namun , orang yang padanya didapati piala itu , dialah yang akan menjadi budakku . Lalu , kembalilah kalian dengan sejahtera kepada ayahmu . ” ||| Te ngaa Yusuf dhaa , aku nèngu na , “ Aadꞌo ! Abhu moo èèna ètu cee , na nèngu di dhu jꞌajꞌi ènu jaꞌa . Miu dhu leo , lèpa hari dènge mera-milu sa ama miu ! ”
Kemudian , Yehuda mendekati Yusuf dan berkata , “ Tuanku , aku mohon , biarkanlah hambamu ini menyampaikan sepatah kata di telinga Tuanku , dan janganlah amarahmu menyala terhadap hambamu karena engkau adalah sama seperti Firaun . ||| Hèia Yahuda laꞌe padètu asa madha Yusuf , ka na padhai lii , aku nèngu na , “ Ama wakil ! Jaꞌa keꞌa koasa ama sama sèmi koasa dhèu aae ! Uru nèti èèna , jaꞌa manèngi ama baku nasa dènge jaꞌa . Jaꞌa neo padhai lii ciki dènge ama .
